joe_issue_ID,jp_id,jp_section,jp_institution,jp_division,jp_department,jp_keywords,jp_title,jp_full_text,jp_salary_range,jp_agency_insertion_num,locations,JEL_Classifications,Application_deadline,Date_Active
2025-02,111476285,US: Other Academic (Visiting or Temporary),Stanford University,,Center on Food Security and the Environment,"environmental research
food security
data science
machine learning
water resources",Postdoctoral Scholar,"Stanford’s Center on Food Security and the Environment (FSE) seeks applicants to our postdoctoral fellowship for Fall 2026.  The fellowship is awarded to promising young scholars with a demonstrated ability to do innovative and rigorous work related to global hunger, poverty alleviation, and environmental degradation. Successful candidates are expected to lead projects of their own design, while also interacting with other faculty and students at FSE. We encourage candidates from both the social and natural sciences to apply. Successful applications will clearly identify how the proposed work relates to FSE priority areas. 

Proposals received by Dec. 1, 2025 will receive full consideration. The position is for one year, at a competitive annual salary and benefits package, with the possibility for an extension, at the discretion of FSE. The target start date for candidates applying by Dec. 1, 2025 is Fall 2026, though the exact start date depends on multiple factors.
 
Applicants are required to submit the following:
• Online application form
• One-page description of a proposed project
• CV
• Three references

International students are welcome to apply. We do not require a faculty sponsor.

",,,UNITED STATES California Stanford,"Q0 - General
Q5 - Environmental Economics",2025-12-01 00:00:00,2025-09-22 00:00:00
2025-02,111476089,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stanford University,,Environmental Social Sciences,"economics, political science, environmental policy, or data science as applied to environmental policy.","Assistant Professor, Department of Environmental Social Sciences","Stanford University invites applications for a tenure-track Assistant Professor in the field of Global Environmental Policy within the Department of Environmental Social Sciences. The scope of the search is broad, and we welcome applications from scholars studying environmental policy issues from the perspective of the quantitative social sciences or related fields, including candidates who have completed or will soon complete their PhD in economics, political science, environmental policy, or data science as applied to environmental policy. The successful candidate will serve as faculty within the Department of Environmental Social Sciences, at the Stanford Doerr School of Sustainability.

Application packages should be submitted online at the link below. Review of applications will begin Dec 1, 2025, and to guarantee full consideration, your application should be submitted by this date.

Candidates for an untenured position at the rank of assistant professor must have a PhD or be enrolled in a PhD program or equivalent international degree-granting program at the time of application, with expected degree completion by date of appointment as an assistant professor. Candidates should demonstrate evidence of a creative research trajectory, interest in the quantitative analysis of topics related to environmental policy, and a commitment to excellence in teaching at both graduate and undergraduate levels. Applicants for an untenured position must include with their application:

1. a cover letter,

2. CV

3. A combined research and teaching statement of no more than three pages,

4. Graduate school transcripts

5. A writing sample

6. Name and contact information for three professional references.

The Environmental Social Sciences Department, Stanford Doerr School of Sustainability and Stanford University value faculty who will help foster an open and respectful academic environment for colleagues, students, and staff with a wide range of backgrounds, and perspectives. Candidates may choose to include as part of their research and teaching statements a brief discussion about how their work and experience will further these values.

Stanford is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford welcomes applications from all who would bring additional dimensions to the University’s research, teaching and clinical missions.

Consistent with its obligations under the law, the University will provide reasonable accommodations to applicants and employees with disabilities. Applicants requiring a reasonable accommodation for any part of the application or hiring process should contact disability.access@stanford.edu.

The expected base pay range for this position is:  Assistant Professor: $143,500-$180,000 

Stanford University has provided a base pay range representing its good faith estimate of what the university reasonably expects to pay for the position. The pay offered to the selected candidate will be determined based on factors including (but not limited to) the experience and qualifications of the selected candidate including years since terminal degree, training, and field or discipline; departmental budget availability; internal equity; and external market pay for comparable jobs.

For general questions regarding this position, please contact Marisa MacAskill at mmacaskill@stanford.edu.

Advertised: 14 Aug 2025 2:00 PM Pacific Daylight Time
Applications close: 01 Dec 2025 11:55 PM Pacific Standard Time","$143,500-$180,000",,UNITED STATES California Stanford,"A1 - General Economics
P0 - General
Q5 - Environmental Economics",2025-12-01 00:00:00,2025-08-25 00:00:00
2025-02,111476066,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stanford University,,Stanford Doerr School of Sustainability,,Assistant Professor in Sustainable Food Systems,"We seek applicants for a tenure-track assistant professorship in Sustainable Food Systems, which will also entail a joint appointment as a center fellow. Food systems are defined by the people, institutions, policies, places, and activities along the full value chain that influence food production, food preferences, food accessibility (physical and economic), and the nutrition and health of foods consumed worldwide.  We are interested in scholars working in all areas related to food production and trade, food security and nutrition, food policy, and the environmental and climate dimensions of food systems. Potential candidates include, but are not limited to: natural scientists who work on soils, crops, livestock, fisheries, aquaculture, or novel food systems; social scientists researching nutrition, social safety nets, the role of food and agriculture in development, urban nutrition, behavior change of producers or consumers, and food and agricultural policy; and interdisciplinary scholars working to understand trade and supply chain issues, food links to energy and water systems, governance systems, and climate-food connections. The position will be split equally between an appointment as an Assistant Professor in one of the departments of the Stanford Doerr School of Sustainability 
(https://sustainability.stanford.edu/school/departments) and an appointment as a Center Fellow in the Center on Food Security and the Environment within Stanford’s Freeman Spogli Institute (https://fse.fsi.stanford.edu/).

This search is particularly aimed at identifying early career scholars who show exceptional promise. We especially encourage applications from individuals who have recently completed a PhD, or who are nearing completion of such a degree at the time of application.

Please submit your application materials online at this link (https://facultypositions.stanford.edu/en-us/job/494874/assistant-professor-in-sustainable-food-systems) no later than September 30, 2025, at 11:00 PM Pacific Standard Time. Late applications will not be accepted.

We anticipate conducting zoom interviews with top-tier candidates in the Fall Quarter (2025) and inviting the shortlisted candidates to visit Stanford in the Winter Quarter (2026). 

Applications must include:

1. Cover letter
2. Curriculum vitae
3. Contact information for three reference letter writers 
4. Research statement (maximum 2 pages)
5. Teaching statement (maximum 1 page)

The Stanford Doerr School of Sustainability, the Freeman Spogli Institute for International Studies, and Stanford University value faculty who will help foster an open and respectful academic environment for colleagues, students, and staff with a wide range of backgrounds, and perspectives. Candidates may choose to include as part of their research and teaching statements a brief discussion about how their work and experience will further these values.

Stanford University is an equal employment opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Stanford welcomes applications from all who would bring additional dimensions to the University’s research, teaching, and clinical missions.

Consistent with its obligations under the law, Stanford will provide reasonable accommodations to applicants and employees with disabilities. Applicants requiring a reasonable accommodation for any part of the application or hiring process should contact disability.access@stanford.edu.

The expected base salary range for this position is $143,500 - $193,000. Stanford University has provided a base pay range representing its good faith estimate of what the university reasonably expects to pay for the position. The pay offered to the selected candidate will be determined based on factors including (but not limited to) the experience and qualifications of the selected candidate including years since terminal degree, training, and field or discipline; departmental budget availability; internal equity; and external market pay for comparable jobs.

For general questions regarding this position, please contact Haley Mees at hmees@stanford.edu.",,,UNITED STATES California Stanford,Z - Other Special Topics,2025-09-30 00:00:00,2025-08-19 00:00:00
2025-02,111476084,US: Other Academic (Visiting or Temporary),Stanford University,,Stanford Institute for Economic Policy Research,,Postdoctoral Fellow,"The Stanford Institute for Economic Policy Research (SIEPR, http://siepr.stanford.edu) invites applications for postdoctoral fellowships in applied economics, starting Summer/Fall 2026, as part of the Young Scholars program. This program supports early-career economists engaged in policy-relevant research, offering a competitive stipend and funding for travel and research.

SIEPR has more than 100 affiliated faculty from all seven schools at Stanford. Fellows will join Stanford’s vibrant economics community, with opportunities to collaborate, connect with mentors, and present their work. 

SIEPR aims to promote evidence-based knowledge on economic issues for better-informed policy solutions. Applicants must have completed their Ph.D. between September 1, 2025, and August 31, 2026.
 
Applicants must submit a Cover Letter outlining research interests and potential SIEPR collaborators, CV, Job Market Paper, and three Letters of Recommendation. The deadline for full consideration is November 1, 2025. 

As a part of the review process, applicants will be nominated for consideration by different departments. The Stanford Department of Economics may invite some finalists to a conference on December 10 and 11, 2025 and asks that applicants note these dates when scheduling interviews. The Department will issue conference invitations before Thanksgiving.   

Stanford is an equal opportunity employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or any other characteristic protected by law.
","$150,000",,UNITED STATES California Stanford,"00 - 00 - Default: Any Field
A - General Economics and Teaching
B - History of Economic Thought, Methodology, and Heterodox Approaches
C - Mathematical and Quantitative Methods
D - Microeconomics
E - Macroeconomics and Monetary Economics
F - International Economics
G - Financial Economics
H - Public Economics
I - Health, Education, and Welfare
J - Labor and Demographic Economics
K - Law and Economics
L - Industrial Organization
M - Business Administration and Business Economics; Marketing; Accounting; Personnel Economics
N - Economic History
O - Economic Development, Innovation, Technological Change, and Growth
P - Political Economy and Comparative Economic Systems
Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics
R - Urban, Rural, Regional, Real Estate, and Transportation Economics
Y - Miscellaneous Categories
Z - Other Special Topics",2025-11-01 00:00:00,2025-08-22 00:00:00
2025-02,111476143,US: Other Academic (Visiting or Temporary),Stanford University,Freeman Spogli Institute for International Studies,Walter H. Shorenstein Asia-Pacific Research Center,"Health Economics
Health Policy
Public Economics","Asia Health Policy Postdoctoral Fellow, 2026-2027","One postdoctoral fellow position is available to a recent doctoral graduate with an interest in research on health and health policy in the Asia-Pacific region. Submission deadline is December 1, 2025. 

The Asia Health Policy Program at the Shorenstein Asia-Pacific Research Center (Shorenstein APARC) promotes comparative understanding of health and health policy in the Asia-Pacific region. From its inception, the program has been committed to fostering the next generation of Asia health policy researchers. Each year the program offers a postdoctoral fellowship position to a recent doctoral graduate.
 
Appointments begin in the fall quarter of the academic year. The fellowships are limited to recent PhDs: applicants cannot be more than three years past the awarding of their doctoral degree (or no more than six years past the awarding of their M.D.) when the fellowship starts. They must have degree conferral and approval no later than June 30 prior to the fellowship start date (that is, no later than June 30, 2026, for 2026-27 fellowships starting in fall 2026).  
 
For more information, please visit: https://aparc.fsi.stanford.edu/education/fellowship-and-training-opportunities/asia-health-policy-postdoctoral-fellowship
","Salary based on annual rate of $80,000, to be prorated based on 10-month duration",,UNITED STATES California Stanford,I1 - Health,2025-12-01 00:00:00,2025-09-05 00:00:00
2025-02,111476142,US: Other Academic (Visiting or Temporary),Stanford University,Freeman Spogli Institute for International Studies,Walter H. Shorenstein Asia-Pacific Research Center,"Political Economy
Social Economics
Law and Economics
International Economics
International Relations
Public Economics
",Japan Program Postdoctoral Fellowship 2026-2027,"Stanford University: 2026–2027 Japan Program Postdoctoral Fellowship

The Japan Program at Stanford University’s Walter H. Shorenstein Asia-Pacific Research Center is pleased to announce its search for a 2026-2027 Japan Program Postdoctoral Fellow on contemporary Japan. The award will be made to one junior scholar (recent PhDs must have degree conferral and approval by June 30, 2026) for research and writing on Japan.

The primary focus of the fellowship is multidisciplinary research including, but not limited to the areas of political science, economics, sociology, law, policy studies, and international relations of Japan. The postdoctoral fellowship is a 10-month appointment with a salary rate commensurate with university policies, plus up to $3,000 for research expenses. Appointments will begin in the fall quarter of the 2026-2027 academic year.

Applications will be accepted until December 1, 2025.

For additional information and to apply, visit:
https://aparc.fsi.stanford.edu/education/fellowship-and-training-opportunities/postdoctoral-fellowship-contemporary-japan","Salary based on annual rate of $80,000, to be prorated based on 10-month duration",,UNITED STATES California Stanford,"F - International Economics
K - Law and Economics
D - Microeconomics
P - Political Economy and Comparative Economic Systems
O - Economic Development, Innovation, Technological Change, and Growth
J - Labor and Demographic Economics
H - Public Economics",2025-12-01 00:00:00,2025-09-05 00:00:00
2025-02,111476141,US: Other Academic (Visiting or Temporary),Stanford University,Freeman Spogli Institute for International Studies,Walter H. Shorenstein Asia-Pacific Research Center,"Political Economics
Economic change
Socio-economics
International political economy
International Relations","Shorenstein Postdoctoral Fellow on Contemporary Asia, 2026-2027","Stanford University: 2026-2027 Postdoctoral Fellowship on Contemporary Asia

The Walter H. Shorenstein Asia-Pacific Research Center at Stanford University is pleased to announce its search for two 2026-2027 Shorenstein Postdoctoral Fellows in Contemporary Asia-Pacific Studies. Made possible through the generosity of Walter H. Shorenstein, awards will be made to two junior scholars (recent PhDs must have degree conferral and approval by June 30, 2026) for research and writing on Asia.

The primary focus of the fellowship is on contemporary political, economic, or social change in the Asia-Pacific region (including Northeast, Southeast, and South Asia), or topics in international relations and international political economy. The postdoctoral fellowship is a 10-month appointment with a salary rate commensurate with university-established minimums for the term length (plus up to $3,000 for research expenses). Appointments will begin in the fall quarter of the 2026-2027 academic year.

Applications will be accepted until December 1, 2025.

For additional information and to apply, visit	https://aparc.fsi.stanford.edu/education/fellowship-and-training-opportunities/shorenstein-postdoctoral-fellowship","Salary based on annual rate of $80,000, to be prorated based on 10-month duration",,UNITED STATES California Stanford,"F - International Economics
P - Political Economy and Comparative Economic Systems
H - Public Economics
J - Labor and Demographic Economics",2025-12-01 00:00:00,2025-09-05 00:00:00
2025-02,111475960,US: Other Academic (Part-time or Adjunct),Stanford University,Initiative for Financial Decision-Making,,,Lecturer Position in Financial Literacy and Decision-Making,"The Dean’s Office at the Graduate School of Business, Stanford University, in collaboration with the Stanford Initiative for Financial Decision Making (IFDM), is seeking qualified applicants for a full-time academic staff – teaching (Lecturer) position, starting September 1, 2025.

The successful candidate will be expected to teach courses in personal finance at the undergraduate and graduate levels.

These courses cover topics such as the basics of financial literacy and how individuals make financial decisions in areas such as saving, budgeting, credit use, insurance, and investing. The curriculum is designed to equip students with rigorous knowledge to navigate today’s complex financial landscape.

The Lecturer will also contribute to the design and development of teaching materials for various programs aligned with the mission of IFDM, covering personal finance, household finance, and financial education. This position will also serve as the focal point for a network of college/university instructors teaching personal finance.

The position is for a 1-year fixed-term with the possibility of renewal. A PhD in Economics, Finance, or a related discipline is required. The successful candidate will have demonstrated excellence in teaching in a college or graduate-level setting. Experience in course design and pedagogy is also highly valued.

To learn more about the Stanford Initiative for Financial Decision Making, please visit: https://ifdm.stanford.edu.","$180,000 - $200,000",,UNITED STATES California Palo Alto,A - General Economics and Teaching,2025-12-31 00:00:00,2025-08-20 00:00:00
2025-02,111476124,US: Other Academic (Visiting or Temporary),Stanford University,Stanford Center on China's Economy & Institutions (SCCEI),"China Labor, Income, and Population Program","China
Labor
Population
Health
Education",Postdoctoral Fellow,"The Stanford Center on China’s Economy & Institutions (SCCEI), a joint center of the Stanford Institute for Economic Policy Research (SIEPR) and the Freeman Spogli Institute for International Studies (FSI), invites applications for postdoctoral fellowships in applied economics, starting Spring/Summer 2026. We are seeking outstanding, new PhDs who have demonstrated ability to generate high-quality, evidence-based research on critical issues related to current economic challenges in China.

Fellows will be working with the China Labor, Income, and Population (CLIP) program team, under the leadership of Professor Hongbin Li. CLIP studies the complexities of China’s labor market and its role in the Chinese economy, while also examining the role of China’s unique institutions — such as the gaokao exam system, hukou system, fertility policies, and the state — in shaping the labor market. CLIP is seeking two postdoctoral fellows: one focused on labor market and education, and the second on China’s population and health.

Candidates must have strong empirical skills and have completed the Ph.D. before August 31, 2026. The selected scholar will join Stanford’s economics research community and connect with other postdoctoral fellows and faculty. SCCEI’s postdoctoral fellows should expect to be active members of the multidisciplinary community of empirical China researchers at Stanford.

Applicants must submit a Cover Letter outlining research interests, CV, Job Market Paper, and three Letters of Recommendation. The deadline for full consideration is November 1, 2025. Questions may be sent to Alexis Medina amedina5@stanford.edu.

Stanford is an equal opportunity employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or any other characteristic protected by law.

Learn more about SCCEI online at sccei.fsi.stanford.edu.

","$120,000",,UNITED STATES California,"J - Labor and Demographic Economics
I - Health, Education, and Welfare
O - Economic Development, Innovation, Technological Change, and Growth",2025-11-01 00:00:00,2025-08-29 00:00:00
2025-02,111475978,Full-Time Nonacademic,Stanford University ,The Environmental and Natural Resources Law & Policy Program (ENRLP) ,Climate and Energy Policy Program (CEPP),"Food Systems Resource Economics Fellow
Agricultural economics
Food policy
Econometrics
Statistical analysis
Causal inference
Machine learning",Food Systems Resource Economics Fellow,"The Environmental and Natural Resources Law & Policy (ENRLP) Program at Stanford Law School and the Climate and Energy Policy Program (CEPP) at Stanford’s Woods Institute for the Environment within the Stanford Doerr School of Sustainability invite applications for a Food Systems Resource Economics Fellow.  The research fellow will join a thriving team based at the Law School, reporting to ENRLP and CEPP leadership.


This full-time fellowship is crafted for early-career scholars with a strong interest in the economics of domestic food systems, agricultural sector pollution, and related policy issues.  The fellow will join our growing Sustainable and Humane Food Systems initiative, which is dedicated to promoting a sustainable, humane, and climate-friendly modern food system.  The initiative focuses on policy-informed research and regulatory/legislative processes to improve outcomes for animals, the environment, and agriculturalists in California and beyond.  

Please refer to the Stanford posting for details and the application portal. 

https://careersearch.stanford.edu/jobs/food-systems-resource-economics-fellow-stanford-law-school-28752 ","$72,000 - $80,000 per annum",,UNITED STATES California Stanford,"C1 - Econometric and Statistical Methods and Methodology:  General
C5 - Econometric Modeling
D4 - Market Structure, Pricing, and Design
L0 - General
L1 - Market Structure, Firm Strategy, and Market Performance
L4 - Antitrust Issues and Policies
Q1 - Agriculture
Q5 - Environmental Economics",,2025-08-01 00:00:00
2025-02,111476009,US: Other Academic (Visiting or Temporary),Stanford University (US) and Heidelberg University (Germany),Primary Care and Population Health,Department of Medicine and Department of Health Policy,"Health
Econometrics
Medicine
Dementia
Vaccination
Prevention",Postdoctoral Research Fellow or Social Science Research Scholar,"We are looking for a talented researcher with experience in econometric/quasi-experimental approaches for causal effect estimation (e.g., regression discontinuity and difference-in-differences) to help the Geldsetzer lab expand its work on the link between shingles vaccination and dementia (see: https://www.nature.com/articles/s41586-025-08800-x; https://jamanetwork.com/journals/jama/fullarticle/2833335).

Data sources for our work in this area are large-scale electronic health record data, medical claims data, mortality registries, and epidemiological cohort studies. The researcher will be expected to publish in high-impact general science and clinical journals.

We are looking for someone to start as soon as possible but there is no specific deadline for the application – we hire on an ongoing basis.

Being fully remote is possible for this position. We also partner with Heidelberg University for candidates interested in being based in Germany.

This is a 2-year position with strong possibility of renewal. We also offer attractive opportunities for those interested in a longer-term career in academia that is not on a faculty tenure track.

Required Qualifications:
• Doctoral degree with quantitative training (ideally in econometrics) or relevant research experience.
• Strong coding skills in R, Stata, or other statistical software package.",,,"UNITED STATES California Palo Alto
GERMANY Baden-Württemberg Heidelberg","00 - 00 - Default: Any Field
I1 - Health
C0 - General",2026-01-31 00:00:00,2025-08-01 00:00:00
2025-02,111476194,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stony Brook University,,,,Assistant Professor in Economics,"Assistant Professor in Economics 

Location: Stony Brook, NY
Open Date: Aug 28, 2025
Deadline: Nov 30, 2025 at 11:59 PM Eastern Time

Description

The Department of Economics at Stony Brook University is seeking applicants for positions of Assistant Professor in Economics with an expected starting date of Fall 2026.

The positions will enhance the national and global relevance of the Department's research mission, expand and further diversify faculty research, build and encourage interdisciplinary research collaborations, and strengthen gender and ethnic diversity in the PhD program.

Qualifications

Required Qualifications:

PhD (or foreign equivalent) in Economics or the expectation of obtaining one before the starting date. High quality research and promising research agenda. Excellent collaborative skills. Commitment to participation in teaching and service at the department. Fit with departmental needs and priorities.

Application Instructions

To apply, visit https://apptrkr.com/6547845.

Applicants should submit a cover letter describing how their professional experiences have prepared them to contribute to an academic community that values excellence, innovation, and access, along with a curriculum vitae, samples of written work, a teaching statement, a research statement, and a diversity statement. Three confidential letters of reference should also be provided; to preserve confidentiality, applicants should not submit these letters themselves, but should ensure they are submitted via Interfolio.

Stony Brook University is an Equal Opportunity/Affirmative Action Employer. Applications from women, people of color, disabled persons and/or special disabled or veterans are especially welcome.

Informational URL: https://www.stonybrook.edu/economics/

Please view the full job description and important University policies in the application link.

The selected candidate must successfully clear a background investigation.",,6547845,UNITED STATES New York Stony Brook,A - General Economics and Teaching,2025-11-30 00:00:00,2025-09-12 00:00:00
2025-02,111476193,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Stony Brook University,,,,Associate/Full Professor in Economics,"Associate/Full Professor in Economics 

Location: Stony Brook, NY
Open Date: Aug 27, 2025
Deadline: Nov 30, 2025 at 11:59 PM Eastern Time

Description:

The Department of Economics at Stony Brook University is seeking applicants for positions of Associate or Full Professor in Economics with an expected starting date of Fall 2026.

The positions will enhance the national and global relevance of the Department's research mission, expand and further diversify faculty research, build and encourage interdisciplinary research collaborations, and strengthen gender and ethnic diversity in the PhD program.

Qualifications

Required Qualifications:

A PhD (or foreign equivalent) in Economics and both the experience and publication record commensurate with an appointment at the Associate or Full Professor level. International academic stature and academic accomplishments. Excellent collaborative skills, with experience in creating synergies within economics and across allied disciplines. Demonstrated abilities to communicate effectively with faculty, staff, students, and alumni, as well as an excellent record of teaching at both the undergraduate and graduate levels. A record of success in undergraduate and graduate student advising and placement. Commitment to participation in service at the department and university levels consistent with an active research agenda.

Application Instructions

To apply, visit https://apptrkr.com/6525748.

To apply, please submit a cover letter, curriculum vitae, a research statement, a teaching statement, and a diversity statement. Applicants should also include the names of three references. To preserve confidentiality, applicants should not submit the letters of reference themselves.

Applicants should complete the online application process on Interfolio.

Stony Brook University is an Equal Opportunity/Affirmative Action Employer. Applications from women, people of color, disabled persons and/or special disabled or veterans are especially welcome.

Applications will be accepted until November 30. The search committee will begin to review applications on November 1, 2025.

Informational URL: https://www.stonybrook.edu/economics/

Please view the full job description and important University policies in the application link.

The selected candidate must successfully clear a background investigation.",,6525748,UNITED STATES New York Stony Brook,A - General Economics and Teaching,2025-11-30 00:00:00,2025-09-12 00:00:00
2025-02,111476114,"International: Full-Time Academic (Permanent, Tenure Track or Tenured)",Technical University of Denmark,,DTU Management,"PhD in a relevant topic and discipline related to human mobility 
Social Data Science, Network Science, Transportation Science, Economics, Geography, Physics
Experience from various application areas within the mobility and/or transport domain
",Professor - Human Mobility ,"DTU Management invites applications for a position as Full Processor and Head of a Section within the Transportation Science Division. The position offers a unique platform to conduct pioneering research in Human Mobility while joining DTU’s broader ecosystem of technological knowledge and innovation with the transportation sector. The new professor will be chairing the research in human mobility and take leadership in building a group within this field and setting the academic course for the group. The department is committed to supporting this development over the coming years with significant investments.

Application deadline
30 October 2025

Please read the full job description and apply at the university homepage
https://efzu.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/5758/?utm_medium=jobshare&utm_source=External+Job+Share
",,197068,DENMARK Copenhagen Copenhagen,"Z0 - General
R4 - Transportation Economics",2025-10-30 00:00:00,2025-08-29 00:00:00
2025-02,111475989,"International: Full-Time Academic (Permanent, Tenure Track or Tenured)",Tel Aviv University,Coller School of Management,Business Economics Strategy,"Applied Economics
Econometrics
Micro Theory
Entrepreneurship
Innovation
Strategy
Industrial Organization
Experimental economics
Behavioral economics",Lecturer/Senior Lecturer/Associate/Full Professor,"The Coller School of Management at Tel Aviv University invites applications for tenure-track and senior positions in all fields, especially economics, strategy, and marketing. Junior candidates need to demonstrate a strong research potential. Senior candidates should have a strong established publication record. The positions are intended for scholars considering moving to Israel on a permanent basis. Knowledge of Hebrew is not required, but successful candidates should be willing to learn the language within two years of appointment.

Application instructions:
Applications must be received by December 1, 2025 via JOE. We review applications on a rolling basis. Applicants who would like to be considered for early flyouts (late November/December) are strongly encouraged to apply before the deadline.
Applications from junior candidates must include a cover letter, job market paper, CV, and three recommendation letters.
Applications from senior candidates must include a cover letter and CV.
Applicants must clarify their specific interest in Tel Aviv University in the cover letter.",,,ISRAEL Tel Aviv,"A - General Economics and Teaching
C - Mathematical and Quantitative Methods
D - Microeconomics
L - Industrial Organization
M - Business Administration and Business Economics; Marketing; Accounting; Personnel Economics
O - Economic Development, Innovation, Technological Change, and Growth
R - Urban, Rural, Regional, Real Estate, and Transportation Economics",2025-12-01 00:00:00,2025-08-01 00:00:00
2025-02,111476094,"International: Full-Time Academic (Permanent, Tenure Track or Tenured)",Tel-Aviv University,,Economics,,Lecturer/Senior Lecturer/Associate/Full Professor,"The Eitan Berglas School of Economics at Tel Aviv University invites applications for both junior and senior level positions. Strong applicants from all fields will be considered. Junior candidates need to demonstrate a strong research potential. Senior candidates should have a strong established publication record. The positions are intended for scholars considering moving to Israel on a permanent basis. Knowledge of Hebrew is not required, but successful candidates should be willing to learn the language within two years of appointment.

Applications from junior candidates must include a cover letter, job market paper, CV, and three recommendation letters.
Applications from senior candidates must include a cover letter and CV.
It is important that applicants clarify in the cover letter their specific interest in Tel Aviv University.

Applications must be received by November 16, 2025. We review applications on a rolling basis. Applicants who would like to be considered for early flyouts (late November/December) are strongly encouraged to apply before the deadline. ",,,ISRAEL Tel Aviv,00 - 00 - Default: Any Field,2025-11-16 00:00:00,2025-09-11 00:00:00
2025-02,111475821,Full-Time Nonacademic,Texas A&M University,Division of Research,Texas Real Estate Research Center,"Housing Economist
Texas Real Estate Research Center
Texas A&M University
Economist
Applied Research",Housing Economist,"The Texas Real Estate Research Center at Texas A&M University seeks a Housing Economist for housing research in the state of Texas. As a Housing Economist, you will be responsible for presenting as a subject matter expert to varied audiences, including industry leaders, trade associations, and government officials. Your research will delve into the nuances of real estate housing economics, staying ahead of industry trends and adapting to answer critical questions. You will collaborate with our research director and housing economists to develop and execute projects, ensuring timely and actionable findings.

Responsibilities Include:
Presentations
Research Duties
Research Writing
External Liaison

Note: This is Non-Tenure position. There are no teaching assignments. As an applied researcher, peer reviewed publications do not satisfy the requirements of the position.

The Texas Real Estate Research Center was founded in 1971 by an act of the Texas Legislature. The Center’s enabling legislation defines a broad mandate to “conduct studies in all areas related directly or indirectly to real estate and/or urban or rural economics.” Learn more at https://trerc.tamu.edu/ Benefits/wellness services can be viewed at https://employees.tamu.edu/benefits/

To view the entire job description and to apply for the Housing Economist position, please visit the Workday URL at: https://tamus.wd1.myworkdayjobs.com/TAMU_External/job/College-Station-TX/Housing-Economist_R-082545
",Commensurate,,UNITED STATES Texas College Station,"R - Urban, Rural, Regional, Real Estate, and Transportation Economics
G - Financial Economics",2026-01-31 00:00:00,2025-09-11 00:00:00
2025-02,111476261,"US: Full-Time Academic (Permanent, Tenure Track or Tenured)",Texas State University,,Finance and Economics,"health economics
environmental economics
behavioral economics
applied econometrics",Assistant Professor of Economics,"The Department of Finance and Economics in the McCoy College of Business at Texas State University invites applications for a nine-month tenure-track Assistant Professor position, specializing in health economics, environmental economics, behavioral economics, or applied econometrics, to begin in Fall 2026.

The successful candidate will be expected to teach both graduate and undergraduate economics courses at our San Marcos and Round Rock campuses, publish high-quality research in peer-reviewed journals, and provide service to the department, the university, and the profession. Candidates must have an interest in applying innovative and rigorous analytical approaches to interesting real-world problems in economics.

Located in San Marcos, Texas—between Austin and San Antonio in the heart of the Texas Innovation Corridor—Texas State University is a vibrant, nationally recognized research university serving more than 40,000 students in over 200 degree programs. The Department of Finance and Economics is one of five departments in the McCoy College of Business at Texas State University. With more than 40 faculty members, it is a large, multidisciplinary academic unit committed to innovative teaching, impactful research, and student success. Faculty expertise spans investments, corporate finance, financial derivatives, banking, economics, and business law. Our faculty thrive in a collegial environment that values innovation, collaboration, and mentorship, while shaping the next generation of business and community leaders.

Questions regarding this position should be addressed to the search committee chair: Dr. Dean Showalter (ds29@txstate.edu)

Only applications submitted through the Texas State University website will be accepted and considered: https://jobs.hr.txstate.edu/postings/54208
",,,UNITED STATES Texas San Marcos,"D9 - Micro-Based Behavioral Economics
Q - Agricultural and Natural Resource Economics; Environmental and Ecological Economics
I1 - Health
C - Mathematical and Quantitative Methods",2025-11-01 00:00:00,2025-09-19 00:00:00
